pcttime,field_header_seq,field_header_stamp,field_status0_level,field_status0_name,field_status0_message,field_status0_hardware_id,field_status0_values0_key,field_status0_values0_value,field_status0_values1_key,field_status0_values1_value,field_status0_values2_key,field_status0_values2_value,field_status0_values3_key,field_status0_values3_value,field_status0_values4_key,field_status0_values4_value,field_status0_values5_key,field_status0_values5_value,field_status0_values6_key,field_status0_values6_value,field_status0_values7_key,field_status0_values7_value,field_status0_values8_key,field_status0_values8_value,field_status0_values9_key,field_status0_values9_value,field_status1_level,field_status1_name,field_status1_message,field_status1_hardware_id,field_status1_values0_key,field_status1_values0_value,field_status1_values1_key,field_status1_values1_value,field_status1_values2_key,field_status1_values2_value,field_status1_values3_key,field_status1_values3_value,field_status2_level,field_status2_name,field_status2_message,field_status2_hardware_id,field_status2_values0_key,field_status2_values0_value,field_status2_values1_key,field_status2_values1_value,field_status2_values2_key,field_status2_values2_value,field_status2_values3_key,field_status2_values3_value,field_status2_values4_key,field_status2_values4_value,field_status2_values5_key,field_status2_values5_value,field_status3_level,field_status3_name,field_status3_message,field_status3_hardware_id,field_status3_values0_key,field_status3_values0_value,field_status3_values1_key,field_status3_values1_value,field_status3_values2_key,field_status3_values2_value,field_status3_values3_key,field_status3_values3_value,field_status3_values4_key,field_status3_values4_value,field_status3_values5_key,field_status3_values5_value,field_status3_values6_key,field_status3_values6_value,field_status3_values7_key,field_status3_values7_value,field_status3_values8_key,field_status3_values8_value,field_status3_values9_key,field_status3_values9_value,field_status3_values10_key,field_status3_values10_value,field_status3_values11_key,field_status3_values11_value,field_status3_values12_key,field_status3_values12_value,field_status3_values13_key,field_status3_values13_value,field_status3_values14_key,field_status3_values14_value,field_status3_values15_key,field_status3_values15_value,field_status3_values16_key,field_status3_values16_value,field_status3_values17_key,field_status3_values17_value,field_status3_values18_key,field_status3_values18_value,field_status3_values19_key,field_status3_values19_value,field_status3_values20_key,field_status3_values20_value,field_status3_values21_key,field_status3_values21_value,field_status3_values22_key,field_status3_values22_value,field_status3_values23_key,field_status3_values23_value,field_status3_values24_key,field_status3_values24_value,field_status3_values25_key,field_status3_values25_value,field_status4_level,field_status4_name,field_status4_message,field_status4_hardware_id,field_status4_values0_key,field_status4_values0_value,field_status4_values1_key,field_status4_values1_value,field_status4_values2_key,field_status4_values2_value
1539875882359071144,521,1539875882358264296,0,mavros: FCU connection,connected,udp://127.0.0.1:14551@14555,Received packets:,48174,Dropped packets:,0,Buffer overruns:,0,Parse errors:,0,Rx sequence number:,40,Tx sequence number:,241,Rx total bytes:,2900061,Tx total bytes:,18369,Rx speed:,9019.0,Tx speed:,3877.0,0,mavros: GPS,3D fix,udp://127.0.0.1:14551@14555,Satellites visible,16,Fix type,4,EPH (m),0.71,EPV (m),0.91,0,mavros: Heartbeat,Normal,udp://127.0.0.1:14551@14555,Heartbeats since startup,672,Frequency (Hz),1.000091,Vehicle type,Fixed wing aircraft,Autopilot type,ArduPilotMega / ArduCopter,Mode,GUIDED,System status,Active,2,mavros: System,Sensor helth,udp://127.0.0.1:14551@14555,Sensor present,0x0361FC3F,Sensor enabled,0x0161FC3F,Sensor helth,0x0171FC2B,3D gyro,Ok,3D accelerometer,Ok,3D magnetometer,Fail,absolute pressure,Ok,differential pressure,Fail,GPS,Ok,3D angular rate control,Ok,attitude stabilization,Ok,yaw position,Ok,z/altitude control,Ok,x/y position control,Ok,motor outputs / control,Ok,rc receiver,Ok,AHRS subsystem health,Ok,Terrain subsystem health,Ok,Logging,Ok,CPU Load (%),24.6,Drop rate (%),0.0,Errors comm,0,Errors count #1,0,Errors count #2,0,Errors count #3,0,Errors count #4,0,1,mavros: Battery,Low voltage,udp://127.0.0.1:14551@14555,Voltage,0.0,Current,-0.0,Remaining,-1.0
1539875883358793096,522,1539875883358280008,0,mavros: FCU connection,connected,udp://127.0.0.1:14551@14555,Received packets:,48356,Dropped packets:,0,Buffer overruns:,0,Parse errors:,0,Rx sequence number:,220,Tx sequence number:,36,Rx total bytes:,2905307,Tx total bytes:,21640,Rx speed:,5246.0,Tx speed:,3271.0,0,mavros: GPS,3D fix,udp://127.0.0.1:14551@14555,Satellites visible,16,Fix type,4,EPH (m),0.71,EPV (m),0.91,0,mavros: Heartbeat,Normal,udp://127.0.0.1:14551@14555,Heartbeats since startup,673,Frequency (Hz),1.039964,Vehicle type,Fixed wing aircraft,Autopilot type,ArduPilotMega / ArduCopter,Mode,GUIDED,System status,Active,2,mavros: System,Sensor helth,udp://127.0.0.1:14551@14555,Sensor present,0x0361FC3F,Sensor enabled,0x0161FC3F,Sensor helth,0x0171FC2B,3D gyro,Ok,3D accelerometer,Ok,3D magnetometer,Fail,absolute pressure,Ok,differential pressure,Fail,GPS,Ok,3D angular rate control,Ok,attitude stabilization,Ok,yaw position,Ok,z/altitude control,Ok,x/y position control,Ok,motor outputs / control,Ok,rc receiver,Ok,AHRS subsystem health,Ok,Terrain subsystem health,Ok,Logging,Ok,CPU Load (%),24.0,Drop rate (%),0.0,Errors comm,0,Errors count #1,0,Errors count #2,0,Errors count #3,0,Errors count #4,0,1,mavros: Battery,Low voltage,udp://127.0.0.1:14551@14555,Voltage,0.0,Current,-0.0,Remaining,-1.0
1539875884857543464,523,1539875884857297992,0,mavros: FCU connection,connected,udp://127.0.0.1:14551@14555,Received packets:,48647,Dropped packets:,0,Buffer overruns:,0,Parse errors:,0,Rx sequence number:,251,Tx sequence number:,112,Rx total bytes:,2913800,Tx total bytes:,26536,Rx speed:,8493.0,Tx speed:,4896.0,0,mavros: GPS,3D fix,udp://127.0.0.1:14551@14555,Satellites visible,16,Fix type,4,EPH (m),0.71,EPV (m),0.91,0,mavros: Heartbeat,Normal,udp://127.0.0.1:14551@14555,Heartbeats since startup,674,Frequency (Hz),1.000172,Vehicle type,Fixed wing aircraft,Autopilot type,ArduPilotMega / ArduCopter,Mode,GUIDED,System status,Active,2,mavros: System,Sensor helth,udp://127.0.0.1:14551@14555,Sensor present,0x0361FC3F,Sensor enabled,0x0161FC3F,Sensor helth,0x0171FC2B,3D gyro,Ok,3D accelerometer,Ok,3D magnetometer,Fail,absolute pressure,Ok,differential pressure,Fail,GPS,Ok,3D angular rate control,Ok,attitude stabilization,Ok,yaw position,Ok,z/altitude control,Ok,x/y position control,Ok,motor outputs / control,Ok,rc receiver,Ok,AHRS subsystem health,Ok,Terrain subsystem health,Ok,Logging,Ok,CPU Load (%),22.7,Drop rate (%),0.0,Errors comm,0,Errors count #1,0,Errors count #2,0,Errors count #3,0,Errors count #4,0,1,mavros: Battery,Low voltage,udp://127.0.0.1:14551@14555,Voltage,0.0,Current,-0.0,Remaining,-1.0
1539875885857652776,524,1539875885857419976,0,mavros: FCU connection,connected,udp://127.0.0.1:14551@14555,Received packets:,48866,Dropped packets:,0,Buffer overruns:,0,Parse errors:,0,Rx sequence number:,212,Tx sequence number:,163,Rx total bytes:,2920176,Tx total bytes:,29807,Rx speed:,6376.0,Tx speed:,3271.0,0,mavros: GPS,3D fix,udp://127.0.0.1:14551@14555,Satellites visible,16,Fix type,4,EPH (m),0.71,EPV (m),0.91,0,mavros: Heartbeat,Normal,udp://127.0.0.1:14551@14555,Heartbeats since startup,675,Frequency (Hz),0.960022,Vehicle type,Fixed wing aircraft,Autopilot type,ArduPilotMega / ArduCopter,Mode,GUIDED,System status,Active,2,mavros: System,Sensor helth,udp://127.0.0.1:14551@14555,Sensor present,0x0361FC3F,Sensor enabled,0x0161FC3F,Sensor helth,0x0171FC2B,3D gyro,Ok,3D accelerometer,Ok,3D magnetometer,Fail,absolute pressure,Ok,differential pressure,Fail,GPS,Ok,3D angular rate control,Ok,attitude stabilization,Ok,yaw position,Ok,z/altitude control,Ok,x/y position control,Ok,motor outputs / control,Ok,rc receiver,Ok,AHRS subsystem health,Ok,Terrain subsystem health,Ok,Logging,Ok,CPU Load (%),22.9,Drop rate (%),0.0,Errors comm,0,Errors count #1,0,Errors count #2,0,Errors count #3,0,Errors count #4,0,1,mavros: Battery,Low voltage,udp://127.0.0.1:14551@14555,Voltage,0.0,Current,-0.0,Remaining,-1.0
1539875886859013000,525,1539875886858344040,0,mavros: FCU connection,connected,udp://127.0.0.1:14551@14555,Received packets:,49064,Dropped packets:,0,Buffer overruns:,0,Parse errors:,0,Rx sequence number:,152,Tx sequence number:,214,Rx total bytes:,2925947,Tx total bytes:,33078,Rx speed:,5771.0,Tx speed:,3271.0,0,mavros: GPS,3D fix,udp://127.0.0.1:14551@14555,Satellites visible,16,Fix type,4,EPH (m),0.71,EPV (m),0.91,0,mavros: Heartbeat,Normal,udp://127.0.0.1:14551@14555,Heartbeats since startup,676,Frequency (Hz),0.959997,Vehicle type,Fixed wing aircraft,Autopilot type,ArduPilotMega / ArduCopter,Mode,GUIDED,System status,Active,2,mavros: System,Sensor helth,udp://127.0.0.1:14551@14555,Sensor present,0x0361FC3F,Sensor enabled,0x0161FC3F,Sensor helth,0x0171FC2B,3D gyro,Ok,3D accelerometer,Ok,3D magnetometer,Fail,absolute pressure,Ok,differential pressure,Fail,GPS,Ok,3D angular rate control,Ok,attitude stabilization,Ok,yaw position,Ok,z/altitude control,Ok,x/y position control,Ok,motor outputs / control,Ok,rc receiver,Ok,AHRS subsystem health,Ok,Terrain subsystem health,Ok,Logging,Ok,CPU Load (%),23.8,Drop rate (%),0.0,Errors comm,0,Errors count #1,0,Errors count #2,0,Errors count #3,0,Errors count #4,0,1,mavros: Battery,Low voltage,udp://127.0.0.1:14551@14555,Voltage,0.0,Current,-0.0,Remaining,-1.0
1539875887859093608,526,1539875887858474888,0,mavros: FCU connection,connected,udp://127.0.0.1:14551@14555,Received packets:,49261,Dropped packets:,0,Buffer overruns:,0,Parse errors:,0,Rx sequence number:,91,Tx sequence number:,9,Rx total bytes:,2931673,Tx total bytes:,36349,Rx speed:,5726.0,Tx speed:,3271.0,0,mavros: GPS,3D fix,udp://127.0.0.1:14551@14555,Satellites visible,16,Fix type,4,EPH (m),0.71,EPV (m),0.91,0,mavros: Heartbeat,Normal,udp://127.0.0.1:14551@14555,Heartbeats since startup,677,Frequency (Hz),0.999951,Vehicle type,Fixed wing aircraft,Autopilot type,ArduPilotMega / ArduCopter,Mode,GUIDED,System status,Active,2,mavros: System,Sensor helth,udp://127.0.0.1:14551@14555,Sensor present,0x0361FC3F,Sensor enabled,0x0161FC3F,Sensor helth,0x0171FC2B,3D gyro,Ok,3D accelerometer,Ok,3D magnetometer,Fail,absolute pressure,Ok,differential pressure,Fail,GPS,Ok,3D angular rate control,Ok,attitude stabilization,Ok,yaw position,Ok,z/altitude control,Ok,x/y position control,Ok,motor outputs / control,Ok,rc receiver,Ok,AHRS subsystem health,Ok,Terrain subsystem health,Ok,Logging,Ok,CPU Load (%),23.3,Drop rate (%),0.0,Errors comm,0,Errors count #1,0,Errors count #2,0,Errors count #3,0,Errors count #4,0,1,mavros: Battery,Low voltage,udp://127.0.0.1:14551@14555,Voltage,0.0,Current,-0.0,Remaining,-1.0
1539875889358330664,527,1539875889357836104,0,mavros: FCU connection,connected,udp://127.0.0.1:14551@14555,Received packets:,49564,Dropped packets:,0,Buffer overruns:,0,Parse errors:,0,Rx sequence number:,136,Tx sequence number:,86,Rx total bytes:,2940556,Tx total bytes:,41266,Rx speed:,8883.0,Tx speed:,4917.0,0,mavros: GPS,3D fix,udp://127.0.0.1:14551@14555,Satellites visible,16,Fix type,4,EPH (m),0.71,EPV (m),0.91,0,mavros: Heartbeat,Normal,udp://127.0.0.1:14551@14555,Heartbeats since startup,679,Frequency (Hz),1.000009,Vehicle type,Fixed wing aircraft,Autopilot type,ArduPilotMega / ArduCopter,Mode,GUIDED,System status,Active,2,mavros: System,Sensor helth,udp://127.0.0.1:14551@14555,Sensor present,0x0361FC3F,Sensor enabled,0x0161FC3F,Sensor helth,0x0171FC2B,3D gyro,Ok,3D accelerometer,Ok,3D magnetometer,Fail,absolute pressure,Ok,differential pressure,Fail,GPS,Ok,3D angular rate control,Ok,attitude stabilization,Ok,yaw position,Ok,z/altitude control,Ok,x/y position control,Ok,motor outputs / control,Ok,rc receiver,Ok,AHRS subsystem health,Ok,Terrain subsystem health,Ok,Logging,Ok,CPU Load (%),24.3,Drop rate (%),0.0,Errors comm,0,Errors count #1,0,Errors count #2,0,Errors count #3,0,Errors count #4,0,1,mavros: Battery,Low voltage,udp://127.0.0.1:14551@14555,Voltage,0.0,Current,-0.0,Remaining,-1.0
1539875890359397864,528,1539875890359049000,0,mavros: FCU connection,connected,udp://127.0.0.1:14551@14555,Received packets:,49776,Dropped packets:,0,Buffer overruns:,0,Parse errors:,0,Rx sequence number:,90,Tx sequence number:,137,Rx total bytes:,2946751,Tx total bytes:,44537,Rx speed:,6195.0,Tx speed:,3271.0,0,mavros: GPS,3D fix,udp://127.0.0.1:14551@14555,Satellites visible,16,Fix type,4,EPH (m),0.71,EPV (m),0.91,0,mavros: Heartbeat,Normal,udp://127.0.0.1:14551@14555,Heartbeats since startup,680,Frequency (Hz),0.99992,Vehicle type,Fixed wing aircraft,Autopilot type,ArduPilotMega / ArduCopter,Mode,GUIDED,System status,Active,2,mavros: System,Sensor helth,udp://127.0.0.1:14551@14555,Sensor present,0x0361FC3F,Sensor enabled,0x0161FC3F,Sensor helth,0x0171FC2B,3D gyro,Ok,3D accelerometer,Ok,3D magnetometer,Fail,absolute pressure,Ok,differential pressure,Fail,GPS,Ok,3D angular rate control,Ok,attitude stabilization,Ok,yaw position,Ok,z/altitude control,Ok,x/y position control,Ok,motor outputs / control,Ok,rc receiver,Ok,AHRS subsystem health,Ok,Terrain subsystem health,Ok,Logging,Ok,CPU Load (%),24.4,Drop rate (%),0.0,Errors comm,0,Errors count #1,0,Errors count #2,0,Errors count #3,0,Errors count #4,0,1,mavros: Battery,Low voltage,udp://127.0.0.1:14551@14555,Voltage,0.0,Current,-0.0,Remaining,-1.0
1539875891858637288,529,1539875891858260808,0,mavros: FCU connection,connected,udp://127.0.0.1:14551@14555,Received packets:,50058,Dropped packets:,0,Buffer overruns:,0,Parse errors:,0,Rx sequence number:,112,Tx sequence number:,213,Rx total bytes:,2954955,Tx total bytes:,49433,Rx speed:,8204.0,Tx speed:,4896.0,0,mavros: GPS,3D fix,udp://127.0.0.1:14551@14555,Satellites visible,16,Fix type,4,EPH (m),0.71,EPV (m),0.91,0,mavros: Heartbeat,Normal,udp://127.0.0.1:14551@14555,Heartbeats since startup,681,Frequency (Hz),0.959997,Vehicle type,Fixed wing aircraft,Autopilot type,ArduPilotMega / ArduCopter,Mode,GUIDED,System status,Active,2,mavros: System,Sensor helth,udp://127.0.0.1:14551@14555,Sensor present,0x0361FC3F,Sensor enabled,0x0161FC3F,Sensor helth,0x0171FC2B,3D gyro,Ok,3D accelerometer,Ok,3D magnetometer,Fail,absolute pressure,Ok,differential pressure,Fail,GPS,Ok,3D angular rate control,Ok,attitude stabilization,Ok,yaw position,Ok,z/altitude control,Ok,x/y position control,Ok,motor outputs / control,Ok,rc receiver,Ok,AHRS subsystem health,Ok,Terrain subsystem health,Ok,Logging,Ok,CPU Load (%),22.9,Drop rate (%),0.0,Errors comm,0,Errors count #1,0,Errors count #2,0,Errors count #3,0,Errors count #4,0,1,mavros: Battery,Low voltage,udp://127.0.0.1:14551@14555,Voltage,0.0,Current,-0.0,Remaining,-1.0
1539875893359237928,530,1539875893358500424,0,mavros: FCU connection,connected,udp://127.0.0.1:14551@14555,Received packets:,50354,Dropped packets:,0,Buffer overruns:,0,Parse errors:,0,Rx sequence number:,150,Tx sequence number:,34,Rx total bytes:,2963585,Tx total bytes:,54350,Rx speed:,8630.0,Tx speed:,4917.0,0,mavros: GPS,3D fix,udp://127.0.0.1:14551@14555,Satellites visible,15,Fix type,4,EPH (m),0.71,EPV (m),0.91,0,mavros: Heartbeat,Normal,udp://127.0.0.1:14551@14555,Heartbeats since startup,683,Frequency (Hz),1.039975,Vehicle type,Fixed wing aircraft,Autopilot type,ArduPilotMega / ArduCopter,Mode,GUIDED,System status,Active,2,mavros: System,Sensor helth,udp://127.0.0.1:14551@14555,Sensor present,0x0361FC3F,Sensor enabled,0x0161FC3F,Sensor helth,0x0171FC2B,3D gyro,Ok,3D accelerometer,Ok,3D magnetometer,Fail,absolute pressure,Ok,differential pressure,Fail,GPS,Ok,3D angular rate control,Ok,attitude stabilization,Ok,yaw position,Ok,z/altitude control,Ok,x/y position control,Ok,motor outputs / control,Ok,rc receiver,Ok,AHRS subsystem health,Ok,Terrain subsystem health,Ok,Logging,Ok,CPU Load (%),23.3,Drop rate (%),0.0,Errors comm,0,Errors count #1,0,Errors count #2,0,Errors count #3,0,Errors count #4,0,1,mavros: Battery,Low voltage,udp://127.0.0.1:14551@14555,Voltage,0.0,Current,-0.0,Remaining,-1.0
