time_s,x_m,y_m,z_m,vx_mps,vy_mps,vz_mps,wx_rps,wy_rps,wz_rps,voltage_v,current_a,battery_pct,battery_status,battery_health,battery_present,speed_mps,power_w
0.0,62.3529930115,65.115737915,82.3936538696,20.2901541401,1.68562009719,1.29739602495,-0.0905872732401,-0.0343389809132,-0.0360608175397,0.0,0.00999999977648,-0.00999999977648,2,0,1,20.401345705286797,0.0
0.23623132705688477,57.6761741638,65.0166702271,83.4189529419,19.9467334669,1.66362204874,1.31411413704,-0.0479733981192,0.0289776027203,0.0133441770449,0.0,0.00999999977648,-0.00999999977648,2,0,1,20.05908049452344,0.0
0.4604461193084717,53.0398597717,64.9235839844,84.4914550781,19.5303073168,1.53577631315,0.921271201468,0.443806290627,-0.0658158883452,-0.0271305367351,0.0,0.00999999977648,-0.00999999977648,2,0,1,19.61224753564309,0.0
0.7130095958709717,48.5162734985,64.87915802,85.5254592896,19.0271621127,1.19350847423,0.355700033409,0.443806290627,-0.0658158883452,-0.0271305367351,0.0,0.00999999977648,-0.00999999977648,2,0,1,19.067875682802015,0.0
0.9703056812286377,43.7893600464,64.9374313354,86.418838501,18.4005977579,1.22914434461,-0.186875117305,0.630246520042,0.0198097769171,-0.156521528959,0.0,0.00999999977648,-0.00999999977648,2,0,1,18.44255177510393,0.0
1.2549657821655273,38.7868347168,65.1921920776,87.0790328979,17.7485689934,1.2882157308,-0.302843031692,0.446696698666,0.120574966073,-0.241822481155,0.0,0.00999999977648,-0.00999999977648,2,0,1,17.797834558855886,0.0
1.4989392757415771,34.632068634,65.6259460449,87.4303131104,17.3057016527,0.0452907414706,-0.55405844467,0.446696698666,0.120574966073,-0.241822481155,0.0,0.00999999977648,-0.00999999977648,2,0,1,17.31462796896418,0.0
1.731081247329712,30.6046714783,66.193107605,87.4321975708,16.9993736265,0.436936085713,-1.22725513436,-0.0887274295092,0.190919563174,-0.248395815492,0.0,0.00999999977648,-0.00999999977648,2,0,1,17.04921616969985,0.0
1.9596147537231445,26.9707164764,66.7489471436,87.0263442993,16.8300071868,0.518937126286,-1.68670648338,-0.000493957661092,0.00995251256973,-0.198972657323,0.0,0.00999999977648,-0.00999999977648,2,0,1,16.92227574559207,0.0
2.2315378189086914,22.4842128754,67.6312866211,86.1767883301,16.6983375,-1.00054926071,-2.07260686015,-0.000493957661092,0.00995251256973,-0.198972657323,0.0,0.00999999977648,-0.00999999977648,2,0,1,16.85619391451565,0.0
2.4766697883605957,18.74908638,68.6140060425,85.2645263672,16.8159137415,-0.646868651144,-1.60494014372,-0.149172827601,0.107060208917,-0.323924958706,0.0,0.00999999977648,-0.00999999977648,2,0,1,16.904710197998824,0.0
2.7273550033569336,14.7750816345,69.8992004395,84.0680999756,17.0230734317,1.12881811941,-1.61210680376,-0.05569332093,-0.00496588647366,-0.497261226177,0.0,0.00999999977648,-0.00999999977648,2,0,1,17.136456686097276,0.0
2.9628002643585205,11.1948184967,71.2902755737,82.7492294312,17.307111455,-0.0386724184084,-1.2954372112,-0.05569332093,-0.00496588647366,-0.497261226177,0.0,0.00999999977648,-0.00999999977648,2,0,1,17.355568559972312,0.0
3.183553457260132,8.28642749786,72.6786575317,81.5847854614,17.4568469272,1.46543616941,-1.26761962062,0.00839432142675,-0.0875575467944,-0.188467770815,0.0,0.00999999977648,-0.00999999977648,2,0,1,17.564050424343694,0.0
3.447498321533203,4.29104328156,74.9806518555,79.8436203003,17.8501483397,0.781230403621,-1.09733419021,0.0835575386882,-0.0799403563142,-0.139427810907,0.0,0.00999999977648,-0.00999999977648,2,0,1,17.90090106720442,0.0
3.708282947540283,0.959516406059,77.1977615356,78.2431335449,18.214221972,-0.143434529258,-0.972990325586,0.0835575386882,-0.0799403563142,-0.139427810907,0.0,0.00999999977648,-0.00999999977648,2,0,1,18.240755622592914,0.0
3.9521920680999756,-2.57455158234,79.8208618164,76.4460144043,18.5293250962,0.901194947586,-0.657601637175,-0.265597522259,-0.121065869927,-0.269413709641,0.0,0.00999999977648,-0.00999999977648,2,0,1,18.562879107709477,0.0
4.170261859893799,-5.49868249893,82.2552642822,75.0236053467,18.6920554696,2.34149735363,-0.299304219595,-0.198544517159,0.00366319902241,-0.238887533545,0.0,0.00999999977648,-0.00999999977648,2,0,1,18.84051831960912,0.0
4.450241804122925,-9.16615104675,85.5786895752,73.2276229858,19.1299666914,1.64895068678,-0.323922079746,-0.198544517159,0.00366319902241,-0.238887533545,0.0,0.00999999977648,-0.00999999977648,2,0,1,19.203634799049183,0.0
4.663896083831787,-11.9834938049,88.3013916016,71.7922210693,19.3507783233,1.91148716292,0.0901435573284,-0.260483205318,-0.1803201437,0.0479447543621,0.0,0.00999999977648,-0.00999999977648,2,0,1,19.44516728527767,0.0
4.939607620239258,-15.3222560883,91.6997070312,70.2115859985,19.621276851,1.58757694893,0.194479183331,-0.190338298678,-0.0499005317688,-0.0561743713915,0.0,0.00999999977648,-0.00999999977648,2,0,1,19.686358931633638,0.0
5.170459032058716,-18.4023208618,94.8988952637,68.7061462402,19.8711966818,1.4294193911,-0.0650574310564,-0.190338298678,-0.0499005317688,-0.0561743713915,0.0,0.00999999977648,-0.00999999977648,2,0,1,19.922648665068802,0.0
5.457620143890381,-22.2927055359,98.963760376,66.7953948975,20.1254848251,1.90661012549,0.214083465445,-0.423378139734,0.0012254435569,-0.0916032493114,0.0,0.00999999977648,-0.00999999977648,2,0,1,20.216729046661538,0.0
5.670852422714233,-24.6358585358,101.402397156,65.6639480591,20.1811087272,2.77052077116,0.559281130467,0.0458085238934,-0.0486971251667,-0.0971358716488,0.0,0.00999999977648,-0.00999999977648,2,0,1,20.378069834638254,0.0
5.926097631454468,-28.2934093475,105.23714447,63.9327659607,20.4008724335,2.77101988925,0.938805490781,0.0458085238934,-0.0486971251667,-0.0971358716488,0.0,0.00999999977648,-0.00999999977648,2,0,1,20.609597352303606,0.0
6.207167625427246,-31.7832145691,108.885414124,62.3938407898,20.7031486863,2.10506965435,0.834154928567,0.0062222443521,0.00695806276053,0.128010958433,0.0,0.00999999977648,-0.00999999977648,2,0,1,20.826605537666556,0.0
